LocationName,Latitude,Longitude,Context,Sentiment,Confidence
Omaha,41.2565369,-95.9345034,"We got off the bus and walked clear up the hill, the long hill formed over the millenniums by the mighty Missouri, alongside of which Omaha is built, and got out to the country and stuck our thumbs out.",neutral,88.9%
Platte,41.05697025312954,-98.28242104104936,"We got a brief ride from a wealthy rancher in a ten-gallon hat, who said the valley of the Platte was as great as the Nile Valley of Egypt, and as he said so I saw the great trees in the distance that snaked with the riverbed and the great verdant fields around it, and almost agreed with him.",neutral,75.1%
Nile Valley,,,"We got a brief ride from a wealthy rancher in a ten-gallon hat, who said the valley of the Platte was as great as the Nile Valley of Egypt, and as he said so I saw the great trees in the distance that snaked with the riverbed and the great verdant fields around it, and almost agreed with him.",neutral,75.1%
Egypt,,,"We got a brief ride from a wealthy rancher in a ten-gallon hat, who said the valley of the Platte was as great as the Nile Valley of Egypt, and as he said so I saw the great trees in the distance that snaked with the riverbed and the great verdant fields around it, and almost agreed with him.",neutral,75.1%
Montana,46.8796822,-110.3625658,"Cowboy had two cars with him that he was driving back to Montana. His wife was at Grand Island, and he wanted us to drive one of the cars there, where she’d take over.",neutral,91.7%
Grand Island,40.9263957,-98.3420118,"His wife was at Grand Island, and he wanted us to drive one of the cars there, where she’d take over.",neutral,87.0%
Nebraska,41.4925374,-99.9018131,"But it was a good hundred miles into Nebraska, and of course we jumped for it.",neutral,78.4%
Grand Island,40.9263957,-98.3420118,“Just take it a little easy and we’ll all get to Grand Island in one piece.”,neutral,69.9%
Nebraska,41.4925374,-99.9018131,"So we drove a hundred miles across Nebraska, following the winding Platte with its verdant fields.",neutral,100.0%
Platte,41.05697025312954,-98.28242104104936,"So we drove a hundred miles across Nebraska, following the winding Platte with its verdant fields.",neutral,100.0%
West,,,It was like that all over the West. Brakemen never bothered you in those days.,neutral,74.4%
Nebraska,41.4925374,-99.9018131,Nebraska I ain’t got no use for. Why in the middle nineteen thirties this place wasn’t nothing but a big dustcloud as far as the eye could see.,neutral,94.0%
Nebraska,41.4925374,-99.9018131,They can give Nebraska back to the Indians far as I’m concerned. I hate this damn place more than any place in the world.,neutral,75.5%
Montana,46.8796822,-110.3625658,Montana’s my home now—Missoula. You come up there sometime and see God’s country.”,neutral,100.0%
Missoula,46.8721284,-113.9940314,Montana’s my home now—Missoula. You come up there sometime and see God’s country.”,neutral,100.0%
Nebraska,41.4925374,-99.9018131,"I heard a great laugh, the greatest laugh in the world, and here came this rawhide oldtimer Nebraska farmer with a bunch of other boys into the diner; you could hear his raspy cries clear across the plains, across the whole gray world of them that day.",neutral,64.6%
West,,,"That’s the West, here I am in the West. He came booming into the diner, calling Maw’s name, and she made the sweetest cherry pie in Nebraska, and I had some with a mountainous scoop of ice cream on top.",neutral,91.1%
Nebraska,41.4925374,-99.9018131,"He came booming into the diner, calling Maw’s name, and she made the sweetest cherry pie in Nebraska, and I had some with a mountainous scoop of ice cream on top.",neutral,88.8%
West,,,It was the spirit of the West sitting right next to me. I wished I knew his whole raw life and what the hell he’d been doing all these years besides laughing and yelling like that.,neutral,71.4%
Grand Island,40.9263957,-98.3420118,"Whooee, I told my soul, and the cowboy came back and off we went to Grand Island.",neutral,83.3%
Shelton,,,Then an old man who said nothing—and God knows why he picked us up—took us to Shelton.,neutral,88.4%
Omaha,41.2565369,-95.9345034,"Here Eddie stood forlornly in the road in front of a staring bunch of short, squat Omaha Indians who had nowhere to go and nothing to do.",neutral,100.0%
SHELTON,,,"Across the road was the railroad track and the watertank saying SHELTON. “Damn me,” said Eddie with amazement, “I’ve been in this town before.",neutral,86.8%
Pacific,,,"Bound for the Pacific, everybody snoring, every damn dumb sucker, and we only stayed a few minutes, stoking up or something, and off we went.",neutral,69.1%
Shelton,,,"Damn me, this Shelton! I hated this place ever since!”",negative,51.7%
Shelton,,,"And we were stuck in Shelton. As in Davenport, Iowa, somehow all the cars were farmer-cars, and once in a while a tourist car, which is worse, with old men driving and their wives pointing out the sights or poring over maps, and sitting back looking at everything with suspicious faces.",neutral,85.8%
Davenport,41.5237912,-90.57658699999999,"As in Davenport, Iowa, somehow all the cars were farmer-cars, and once in a while a tourist car, which is worse, with old men driving and their wives pointing out the sights or poring over maps, and sitting back looking at everything with suspicious faces.",neutral,88.0%
Iowa,41.8780025,-93.097702,"As in Davenport, Iowa, somehow all the cars were farmer-cars, and once in a while a tourist car, which is worse, with old men driving and their wives pointing out the sights or poring over maps, and sitting back looking at everything with suspicious faces.",neutral,88.0%
The Rock Island,41.5094771,-90.5787476,The Rock Island balled by. We saw the faces of Pullman passengers go by in a blur.,neutral,100.0%
Denver,39.7392358,-104.990251,I was in such a bloody hurry to get to the gang in Denver. ,neutral,79.1%
Nebraska,41.4925374,-99.9018131,"I had visions of a dark and dusty night on the plains, and the faces of Nebraska families wandering by, with their rosy children looking at everything with awe, and I know I would have felt like the devil himself rooking them with all those cheap carnival tricks.",neutral,79.5%
Nebraska,41.4925374,-99.9018131,"A funny old contraption rolled by, driven by an old man; it was made of some kind of aluminum, square as a box—a trailer, no doubt, but a weird, crazy Nebraska homemade trailer.",neutral,70.5%
Shelton,,,"I waited in our personal godawful Shelton for a long, long time, several hours, and I kept thinking it was getting night; actually it was only early afternoon, but dark.",neutral,100.0%
Denver,39.7392358,-104.990251,"Denver, Denver, how would I ever get to Denver? I was just about giving up and planning to sit over coffee when a fairly new car stopped, driven by a young guy.",neutral,85.8%
Denver,39.7392358,-104.990251,"“Where you going?”
“Denver.” “Well, I can take you a hundred miles up the line.”",neutral,100.0%
Gothenburg,,,"And so we talked, and he told me about his life, which wasn’t very interesting, and I started to sleep some and woke up right outside the town of Gothenburg, where he let me off.",neutral,91.7%
Minnesota,46.729553,-94.6858998,"The greatest ride in my life was about to come up, a truck, with a flatboard at the back, with about six or seven boys sprawled out on it, and the drivers, two young blond farmers from Minnesota, were picking up every single soul they found on that road—the most smiling, cheerful couple of handsome bumpkins you could ever wish to see, both wearing cotton shirts and overalls, nothing else; both thick-wristed and earnest, with broad howareyou smiles for anybody and anything that came across their path.",neutral,76.8%
Nebraska,41.4925374,-99.9018131,"I took a big swig in the wild, lyrical, drizzling air of Nebraska. “Whooee, here we go!” yelled a kid in a baseball cap, and they gunned up the truck to seventy and passed everybody on the road.",neutral,100.0%
Des Moines,41.5896139,-93.61639629999999,“We been riding this sonofabitch since Des Moines. These guys never stop.,neutral,85.4%
North Dakota,47.5514926,-101.0020119,"There were two young farmer boys from North Dakota in red baseball caps, which is the standard North Dakota farmer-boy hat, and they were headed for the harvests ; their old men had given them leave to hit the road for a  summer.",neutral,97.1%
